-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2015 through 03/31/2021 
Location: Latitude  29.3013   Longitude 94.7977 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3541.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WS50M
2015,1,7,10,3.93,3.75
2015,1,7,11,4.59,4.37
2015,1,7,12,5.15,4.91
2015,1,7,13,5.37,5.1
2015,1,7,14,5.23,5.01
2015,1,7,15,4.52,4.29
2015,1,7,16,3.36,3.09
2015,1,7,17,2.87,2.67
2015,1,7,18,2.87,2.68
2015,1,7,19,2.84,2.69
2015,1,7,20,2.69,2.79
2015,1,7,21,2.19,2.8
2015,1,7,22,1.98,2.92
2015,1,7,23,2.02,3.06
2015,1,8,0,2.12,3.21
2015,1,8,1,2.25,3.42
2015,1,8,2,2.53,3.69
2015,1,8,3,2.51,3.21
2015,1,8,4,2.12,3.15
2015,1,8,5,1.93,2.89
2015,1,8,6,1.8,2.6
2015,1,8,7,2.29,2.46
2015,1,8,8,3.29,3.35
2015,1,8,9,4.74,4.9
2015,1,8,10,5.63,5.7
2015,1,8,11,5.91,5.87
2015,1,8,12,5.87,5.78
2015,1,8,13,5.67,5.55
2015,1,8,14,5.14,5.0
2015,1,8,15,4.13,3.99
2015,1,8,16,3.1,2.99
2015,1,8,17,2.25,2.17
2015,1,8,18,1.3,1.59
2015,1,8,19,1.09,1.3
2015,1,8,20,0.96,1.14
2015,1,8,21,0.7,0.89
2015,1,8,22,0.75,0.9
2015,1,8,23,0.86,0.99
2015,1,9,0,1.01,1.16
2015,1,9,1,1.05,1.22
2015,1,9,2,0.94,1.09
2015,1,9,3,1.07,1.26
2015,1,9,4,1.32,1.61
2015,1,9,5,1.42,1.79
2015,1,9,6,1.46,1.86
2015,1,9,7,1.98,2.0
2015,1,9,8,2.63,2.62
2015,1,9,9,2.74,2.85
2015,1,9,10,2.57,2.78
2015,1,9,11,2.33,2.59
2015,1,9,12,2.27,2.57
2015,1,9,13,2.24,2.57
2015,1,9,14,2.03,2.37
2015,1,9,15,1.56,1.81
2015,1,9,16,0.7,0.99
2015,1,9,17,0.61,0.77
2015,1,9,18,0.56,0.73
2015,1,9,19,0.5,0.65
2015,1,9,20,0.46,0.58
2015,1,9,21,0.48,0.57
2015,1,9,22,0.58,0.68
2015,1,9,23,0.76,0.88
2015,1,10,0,1.13,1.26
2015,1,10,1,1.71,1.79
2015,1,10,2,1.98,2.03
2015,1,10,3,1.9,1.95
2015,1,10,4,1.85,1.94
2015,1,10,5,2.01,2.11
2015,1,10,6,2.18,2.3
2015,1,10,7,2.13,2.51
2015,1,10,8,3.46,3.54
2015,1,10,9,3.67,3.71
2015,1,10,10,3.56,3.64
2015,1,10,11,3.36,3.5
2015,1,10,12,3.19,3.37
2015,1,10,13,3.06,3.27
2015,1,10,14,2.88,3.12
2015,1,10,15,2.47,2.69
2015,1,10,16,1.31,1.77
2015,1,10,17,1.24,1.58
2015,1,10,18,1.4,1.77
2015,1,10,19,1.66,2.11
2015,1,10,20,1.99,2.52
2015,1,10,21,2.2,2.69
2015,1,10,22,2.16,2.56
2015,1,10,23,2.01,2.27
2015,1,11,0,1.87,2.06
2015,1,11,1,1.81,1.93
2015,1,11,2,1.83,1.92
2015,1,11,3,1.92,1.97
2015,1,11,4,2.0,2.04
2015,1,11,5,2.09,2.12
2015,1,11,6,2.13,2.17
2015,1,11,7,1.91,2.17
2015,1,11,8,2.7,2.84
2015,1,11,9,3.25,3.57
2015,1,11,10,3.3,3.71
2015,1,11,11,3.19,3.62
2015,1,11,12,3.04,3.46
2015,1,11,13,2.77,3.16
2015,1,11,14,2.46,2.82
2015,1,11,15,1.67,1.91
2015,1,11,16,0.69,0.85
2015,1,11,17,0.61,0.68
2015,1,11,18,0.76,0.85
2015,1,11,19,1.0,1.14
2015,1,11,20,1.03,1.19
2015,1,11,21,1.02,1.18
2015,1,11,22,1.08,1.23
2015,1,11,23,1.13,1.26
2015,1,12,0,1.15,1.27
2015,1,12,1,1.2,1.29
2015,1,12,2,1.25,1.31
2015,1,12,3,1.3,1.35
2015,1,12,4,1.42,1.49
2015,1,12,5,1.56,1.62
2015,1,12,6,1.69,1.75
2015,1,12,7,1.62,1.78
2015,1,12,8,1.66,1.48
2015,1,12,9,0.89,1.09
2015,1,12,10,0.83,1.05
2015,1,12,11,0.99,0.88
2015,1,12,12,1.37,0.96
2015,1,12,13,1.98,1.5
2015,1,12,14,2.61,2.18
2015,1,12,15,2.67,2.57
2015,1,12,16,1.83,2.36
2015,1,12,17,1.73,2.17
2015,1,12,18,1.43,1.89
2015,1,12,19,1.14,1.63
2015,1,12,20,1.09,1.34
2015,1,12,21,1.09,1.27
2015,1,12,22,1.08,1.22
2015,1,12,23,0.92,1.08
2015,1,13,0,0.71,0.84
2015,1,13,1,0.41,0.53
2015,1,13,2,0.36,0.52
2015,1,13,3,0.64,0.79
2015,1,13,4,0.83,0.94
2015,1,13,5,0.91,1.01
2015,1,13,6,1.0,1.15
2015,1,13,7,0.92,1.03
2015,1,13,8,0.52,0.64
2015,1,13,9,1.91,1.76
2015,1,13,10,2.66,2.39
2015,1,13,11,3.23,2.85
2015,1,13,12,3.73,3.23
2015,1,13,13,4.11,3.51
2015,1,13,14,4.1,3.53
2015,1,13,15,3.76,3.28
2015,1,13,16,2.4,2.4
2015,1,13,17,2.01,1.99
2015,1,13,18,2.01,1.88
2015,1,13,19,1.36,1.73
2015,1,13,20,1.25,1.76
2015,1,13,21,1.73,1.76
2015,1,13,22,1.77,1.8
2015,1,13,23,1.64,1.7
2015,1,14,0,1.38,1.7
2015,1,14,1,1.31,1.56
2015,1,14,2,1.1,1.46
2015,1,14,3,1.01,1.36
2015,1,14,4,0.96,1.21
2015,1,14,5,0.98,1.19
2015,1,14,6,1.0,1.15
2015,1,14,7,1.26,1.31
2015,1,14,8,2.16,2.03
2015,1,14,9,2.94,2.67
2015,1,14,10,3.56,3.17
2015,1,14,11,3.99,3.52
2015,1,14,12,4.18,3.66
2015,1,14,13,4.13,3.62
2015,1,14,14,3.89,3.4
2015,1,14,15,3.52,3.09
2015,1,14,16,2.85,2.54
2015,1,14,17,1.99,2.0
2015,1,14,18,1.43,1.78
2015,1,14,19,1.48,1.64
2015,1,14,20,1.22,1.68
2015,1,14,21,1.36,1.72
2015,1,14,22,1.33,1.59
2015,1,14,23,1.13,1.34
2015,1,15,0,0.95,1.25
2015,1,15,1,0.9,1.19
2015,1,15,2,0.94,1.17
2015,1,15,3,1.05,1.24
2015,1,15,4,1.08,1.24
2015,1,15,5,1.01,1.16
2015,1,15,6,0.9,1.09
2015,1,15,7,1.05,1.2
2015,1,15,8,2.1,2.09
2015,1,15,9,3.18,3.06
2015,1,15,10,3.82,3.55
2015,1,15,11,4.18,3.83
2015,1,15,12,4.64,4.22
2015,1,15,13,4.92,4.43
2015,1,15,14,4.76,4.26
2015,1,15,15,4.19,3.74
2015,1,15,16,3.27,2.92
2015,1,15,17,2.87,2.72
2015,1,15,18,3.08,2.98
2015,1,15,19,3.01,2.82
2015,1,15,20,2.98,2.8
2015,1,15,21,2.71,2.7
2015,1,15,22,2.48,2.53
2015,1,15,23,2.0,2.1
2015,1,16,0,1.35,1.92
2015,1,16,1,1.2,1.77
2015,1,16,2,1.08,1.57
2015,1,16,3,1.01,1.49
2015,1,16,4,0.93,1.34
2015,1,16,5,0.9,1.27
2015,1,16,6,0.93,1.3
2015,1,16,7,1.43,1.5
2015,1,16,8,2.65,2.66
2015,1,16,9,3.86,3.74
2015,1,16,10,4.49,4.26
2015,1,16,11,4.82,4.5
2015,1,16,12,4.91,4.56
2015,1,16,13,4.7,4.32
2015,1,16,14,4.3,3.92
2015,1,16,15,3.8,3.43
2015,1,16,16,2.92,2.62
2015,1,16,17,2.39,2.17
2015,1,16,18,2.74,2.69
2015,1,16,19,2.57,2.49
2015,1,16,20,2.76,2.73
2015,1,16,21,2.02,2.44
2015,1,16,22,1.83,2.21
2015,1,16,23,1.59,1.93
2015,1,17,0,1.23,1.57
2015,1,17,1,1.12,1.67
2015,1,17,2,0.99,1.28
2015,1,17,3,0.79,0.94
2015,1,17,4,0.69,0.8
2015,1,17,5,0.55,0.62
2015,1,17,6,0.36,0.4
2015,1,17,7,0.29,0.28
2015,1,17,8,0.84,0.83
2015,1,17,9,1.72,1.7
2015,1,17,10,2.25,2.09
2015,1,17,11,2.32,2.08
2015,1,17,12,2.36,2.06
2015,1,17,13,2.29,2.01
2015,1,17,14,2.11,1.92
2015,1,17,15,1.81,1.72
2015,1,17,16,1.32,1.31
2015,1,17,17,0.91,0.94
2015,1,17,18,0.81,0.84
2015,1,17,19,1.0,1.02
2015,1,17,20,1.26,1.29
2015,1,17,21,1.11,1.2
2015,1,17,22,0.63,0.72
2015,1,17,23,0.56,0.61
2015,1,18,0,0.66,0.76
2015,1,18,1,0.69,0.8
2015,1,18,2,0.85,1.02
2015,1,18,3,1.19,1.35
2015,1,18,4,1.35,1.58
2015,1,18,5,1.4,1.65
2015,1,18,6,1.41,1.61
2015,1,18,7,1.47,1.6
2015,1,18,8,1.39,1.42
2015,1,18,9,1.05,1.13
2015,1,18,10,1.38,1.29
2015,1,18,11,1.77,1.58
2015,1,18,12,1.97,1.73
2015,1,18,13,2.0,1.76
2015,1,18,14,1.97,1.73
2015,1,18,15,1.9,1.73
2015,1,18,16,1.42,1.62
2015,1,18,17,1.13,1.37
2015,1,18,18,0.93,1.11
2015,1,18,19,0.74,0.87
2015,1,18,20,0.64,0.74
2015,1,18,21,0.7,0.82
2015,1,18,22,0.72,0.83
2015,1,18,23,0.77,0.85
2015,1,19,0,0.78,0.9
2015,1,19,1,0.73,0.89
2015,1,19,2,0.63,0.77
2015,1,19,3,0.29,0.35
2015,1,19,4,0.26,0.25
2015,1,19,5,0.61,0.65
2015,1,19,6,0.68,0.71
2015,1,19,7,0.63,0.63
2015,1,19,8,0.77,0.73
2015,1,19,9,1.25,1.09
2015,1,19,10,1.51,1.28
2015,1,19,11,1.76,1.42
2015,1,19,12,1.97,1.58
2015,1,19,13,2.13,1.81
2015,1,19,14,2.06,1.83
2015,1,19,15,1.87,1.74
2015,1,19,16,1.79,1.73
2015,1,19,17,1.58,1.63
2015,1,19,18,1.37,1.44
2015,1,19,19,1.04,1.33
2015,1,19,20,0.99,1.29
2015,1,19,21,0.94,1.17
2015,1,19,22,0.82,0.98
2015,1,19,23,0.62,0.75
2015,1,20,0,0.3,0.33
2015,1,20,1,0.24,0.28
2015,1,20,2,0.65,0.73
2015,1,20,3,0.92,1.03
2015,1,20,4,1.13,1.27
2015,1,20,5,1.33,1.48
2015,1,20,6,1.48,1.61
2015,1,20,7,1.51,1.65
2015,1,20,8,1.41,1.44
2015,1,20,9,0.9,1.3
2015,1,20,10,0.67,1.24
2015,1,20,11,0.49,1.13
2015,1,20,12,0.5,0.76
2015,1,20,13,1.5,1.2
2015,1,20,14,2.7,2.54
2015,1,20,15,2.58,3.07
2015,1,20,16,1.95,3.08
2015,1,20,17,1.36,2.0
2015,1,20,18,0.71,0.82
2015,1,20,19,0.39,0.58
2015,1,20,20,0.68,0.96
2015,1,20,21,0.72,0.91
2015,1,20,22,0.92,1.1
2015,1,20,23,1.09,1.29
2015,1,21,0,1.29,1.47
2015,1,21,1,1.52,1.68
2015,1,21,2,1.74,1.85
2015,1,21,3,1.92,2.01
2015,1,21,4,2.02,2.09
2015,1,21,5,2.09,2.15
2015,1,21,6,2.13,2.17
2015,1,21,7,1.86,2.11
2015,1,21,8,2.12,1.95
2015,1,21,9,1.36,1.58
2015,1,21,10,0.61,0.96
2015,1,21,11,1.27,1.2
2015,1,21,12,2.41,2.13
2015,1,21,13,3.25,2.81
2015,1,21,14,3.91,3.41
2015,1,21,15,3.79,3.56
2015,1,21,16,2.4,3.01
2015,1,21,17,1.8,2.09
2015,1,21,18,1.23,1.46
2015,1,21,19,0.94,1.13
2015,1,21,20,0.86,1.06
2015,1,21,21,0.78,0.99
2015,1,21,22,0.7,0.91
2015,1,21,23,0.61,0.79
2015,1,22,0,0.52,0.68
2015,1,22,1,0.4,0.56
2015,1,22,2,0.48,0.63
2015,1,22,3,0.89,1.03
2015,1,22,4,1.12,1.25
2015,1,22,5,1.23,1.39
2015,1,22,6,1.33,1.51
2015,1,22,7,1.33,1.5
2015,1,22,8,0.81,0.86
2015,1,22,9,0.39,0.31
2015,1,22,10,1.08,0.55
2015,1,22,11,2.04,1.34
2015,1,22,12,2.94,2.16
2015,1,22,13,3.78,2.98
2015,1,22,14,4.3,3.63
2015,1,22,15,4.09,3.64
2015,1,22,16,2.18,2.68
2015,1,22,17,1.66,1.87
2015,1,22,18,1.11,1.28
2015,1,22,19,0.85,0.97
2015,1,22,20,0.74,0.86
2015,1,22,21,0.76,0.89
2015,1,22,22,0.81,0.94
2015,1,22,23,0.75,0.91
2015,1,23,0,0.67,0.86
2015,1,23,1,0.64,0.85
2015,1,23,2,0.58,0.78
2015,1,23,3,0.62,0.83
2015,1,23,4,0.73,0.93
2015,1,23,5,0.83,1.04
2015,1,23,6,0.86,1.09
2015,1,23,7,1.13,1.24
2015,1,23,8,2.25,2.18
2015,1,23,9,2.97,2.73
2015,1,23,10,3.44,3.09
2015,1,23,11,3.91,3.49
2015,1,23,12,4.46,3.93
2015,1,23,13,4.88,4.3
2015,1,23,14,4.76,4.23
2015,1,23,15,4.09,3.58
2015,1,23,16,2.6,2.39
2015,1,23,17,1.54,1.91
2015,1,23,18,1.5,1.95
2015,1,23,19,1.72,1.95
2015,1,23,20,2.0,1.91
2015,1,23,21,1.79,1.6
2015,1,23,22,1.47,1.34
2015,1,23,23,1.28,1.18
2015,1,24,0,1.03,1.01
2015,1,24,1,0.69,0.87
2015,1,24,2,0.53,0.73
2015,1,24,3,0.61,0.73
2015,1,24,4,0.64,0.73
2015,1,24,5,0.74,0.9
2015,1,24,6,0.87,1.03
2015,1,24,7,1.27,1.33
2015,1,24,8,2.52,2.38
2015,1,24,9,3.41,3.02
2015,1,24,10,3.88,3.33
2015,1,24,11,4.36,3.7
2015,1,24,12,4.94,4.2
2015,1,24,13,5.43,4.67
2015,1,24,14,5.47,4.76
2015,1,24,15,4.96,4.31
2015,1,24,16,3.02,2.91
2015,1,24,17,1.77,2.23
2015,1,24,18,1.58,2.02
2015,1,24,19,1.46,1.89
2015,1,24,20,1.38,1.8
2015,1,24,21,1.36,1.74
2015,1,24,22,1.28,1.66
2015,1,24,23,1.15,1.52
2015,1,25,0,0.98,1.35
2015,1,25,1,0.82,1.17
2015,1,25,2,0.72,0.95
2015,1,25,3,0.48,0.57
2015,1,25,4,0.17,0.14
2015,1,25,5,0.38,0.38
2015,1,25,6,0.54,0.63
2015,1,25,7,0.43,0.45
2015,1,25,8,0.93,0.86
2015,1,25,9,1.84,1.54
2015,1,25,10,2.71,2.25
2015,1,25,11,3.56,2.95
2015,1,25,12,4.39,3.65
2015,1,25,13,5.1,4.38
2015,1,25,14,5.31,4.66
2015,1,25,15,4.7,4.13
2015,1,25,16,2.47,2.69
2015,1,25,17,1.73,2.11
2015,1,25,18,1.55,1.98
2015,1,25,19,1.52,1.97
2015,1,25,20,1.52,2.0
2015,1,25,21,1.57,2.1
2015,1,25,22,1.56,2.13
2015,1,25,23,1.49,2.03
2015,1,26,0,1.39,1.88
2015,1,26,1,1.37,1.76
2015,1,26,2,1.24,1.61
2015,1,26,3,1.03,1.33
2015,1,26,4,0.84,1.03
2015,1,26,5,0.72,0.84
2015,1,26,6,0.54,0.67
2015,1,26,7,0.73,0.77
2015,1,26,8,1.67,1.52
2015,1,26,9,2.29,2.0
2015,1,26,10,2.85,2.4
2015,1,26,11,3.58,2.91
2015,1,26,12,4.3,3.49
2015,1,26,13,4.99,4.19
2015,1,26,14,5.23,4.52
2015,1,26,15,4.71,4.1
2015,1,26,16,2.56,2.71
2015,1,26,17,1.73,2.03
2015,1,26,18,1.57,1.99
2015,1,26,19,1.62,2.11
2015,1,26,20,1.63,2.16
2015,1,26,21,1.64,2.22
2015,1,26,22,1.57,2.1
2015,1,26,23,1.47,1.99
2015,1,27,0,1.37,1.82
2015,1,27,1,1.23,1.6
2015,1,27,2,1.14,1.48
2015,1,27,3,1.08,1.37
2015,1,27,4,1.01,1.27
2015,1,27,5,0.93,1.17
2015,1,27,6,0.94,1.15
2015,1,27,7,1.49,1.45
2015,1,27,8,2.24,2.1
2015,1,27,9,2.93,2.64
2015,1,27,10,3.51,3.06
2015,1,27,11,4.12,3.51
2015,1,27,12,4.99,4.25
2015,1,27,13,5.79,5.03
2015,1,27,14,6.18,5.47
2015,1,27,15,5.71,5.07
2015,1,27,16,3.22,3.24
2015,1,27,17,1.97,2.43
2015,1,27,18,1.84,2.47
2015,1,27,19,2.03,3.1
2015,1,27,20,2.33,3.68
2015,1,27,21,2.81,3.72
2015,1,27,22,2.84,3.52
2015,1,27,23,2.85,3.37
2015,1,28,0,2.86,3.19
2015,1,28,1,2.28,3.03
2015,1,28,2,2.1,2.9
2015,1,28,3,1.83,2.78
2015,1,28,4,1.73,2.7
2015,1,28,5,1.72,2.63
2015,1,28,6,1.74,2.48
2015,1,28,7,2.96,2.92
2015,1,28,8,4.42,4.42
2015,1,28,9,5.55,5.41
2015,1,28,10,6.33,6.1
2015,1,28,11,6.91,6.61
2015,1,28,12,7.38,7.04
2015,1,28,13,7.38,7.0
2015,1,28,14,6.78,6.38
2015,1,28,15,5.56,5.2
2015,1,28,16,4.21,4.51
2015,1,28,17,3.73,4.35
2015,1,28,18,3.5,4.29
2015,1,28,19,3.93,4.66
2015,1,28,20,4.08,5.16
2015,1,28,21,5.06,6.25
2015,1,28,22,5.4,6.48
2015,1,28,23,4.86,5.91
2015,1,29,0,4.56,5.38
2015,1,29,1,4.15,4.94
2015,1,29,2,3.44,4.43
2015,1,29,3,2.81,3.81
2015,1,29,4,2.59,3.27
2015,1,29,5,2.17,2.82
2015,1,29,6,2.31,2.96
2015,1,29,7,3.66,3.6
2015,1,29,8,4.75,4.61
2015,1,29,9,5.78,5.6
2015,1,29,10,6.84,6.59
2015,1,29,11,7.52,7.25
2015,1,29,12,7.5,7.17
2015,1,29,13,7.0,6.67
2015,1,29,14,6.38,6.08
2015,1,29,15,5.8,5.51
2015,1,29,16,4.77,4.41
2015,1,29,17,4.65,4.79
2015,1,29,18,5.29,5.38
2015,1,29,19,5.32,5.31
2015,1,29,20,5.45,5.6
2015,1,29,21,5.41,5.65
2015,1,29,22,5.19,5.38
2015,1,29,23,5.39,5.59
2015,1,30,0,5.45,5.74
2015,1,30,1,4.98,5.14
2015,1,30,2,4.31,4.51
2015,1,30,3,3.66,3.79
2015,1,30,4,3.05,3.36
2015,1,30,5,2.45,3.23
2015,1,30,6,2.55,2.94
2015,1,30,7,3.58,3.63
2015,1,30,8,6.3,6.96
2015,1,30,9,8.68,9.29
2015,1,30,10,10.14,10.8
2015,1,30,11,10.98,11.61
2015,1,30,12,10.61,10.98
2015,1,30,13,9.88,10.06
2015,1,30,14,8.13,8.13
2015,1,30,15,6.76,6.68
2015,1,30,16,5.73,5.66
2015,1,30,17,5.9,6.17
2015,1,30,18,6.18,6.56
2015,1,30,19,6.3,6.82
2015,1,30,20,6.16,6.68
2015,1,30,21,5.98,6.51
2015,1,30,22,5.45,5.73
2015,1,30,23,4.43,4.46
2015,1,31,0,3.68,3.65
2015,1,31,1,3.19,3.13
2015,1,31,2,2.7,2.6
2015,1,31,3,2.26,2.18
2015,1,31,4,1.98,1.91
2015,1,31,5,1.64,1.59
2015,1,31,6,1.3,1.29
2015,1,31,7,1.3,1.25
2015,1,31,8,1.51,1.52
2015,1,31,9,1.62,1.53
2015,1,31,10,1.68,1.41
2015,1,31,11,2.05,1.56
2015,1,31,12,2.68,2.08
2015,1,31,13,3.14,2.53
2015,1,31,14,3.37,2.82
2015,1,31,15,3.39,2.94
2015,1,31,16,2.91,2.61
2015,1,31,17,1.59,1.85
2015,1,31,18,1.11,1.16
2015,1,31,19,0.64,0.6
2015,1,31,20,0.32,0.26
2015,1,31,21,0.48,0.56
2015,1,31,22,0.61,0.69
2015,1,31,23,0.6,0.66
2015,2,1,0,0.57,0.59
2015,2,1,1,0.58,0.59
2015,2,1,2,0.62,0.62
2015,2,1,3,0.62,0.63
2015,2,1,4,0.56,0.56
2015,2,1,5,0.43,0.42
2015,2,1,6,0.3,0.29
2015,2,1,7,0.51,0.62
2015,2,1,8,1.87,1.9
2015,2,1,9,2.52,2.46
2015,2,1,10,2.72,2.63
2015,2,1,11,2.86,2.73
2015,2,1,12,2.92,2.76
2015,2,1,13,2.87,2.69
2015,2,1,14,2.62,2.48
2015,2,1,15,2.09,1.99
2015,2,1,16,1.5,1.42
2015,2,1,17,0.83,0.9
2015,2,1,18,0.67,0.74
2015,2,1,19,0.61,0.67
2015,2,1,20,0.69,0.79
2015,2,1,21,0.93,1.1
2015,2,1,22,1.11,1.3
2015,2,1,23,1.2,1.38
2015,2,2,0,1.27,1.44
2015,2,2,1,1.37,1.52
2015,2,2,2,1.44,1.59
2015,2,2,3,1.53,1.68
2015,2,2,4,1.59,1.76
2015,2,2,5,1.62,1.79
2015,2,2,6,1.58,1.79
2015,2,2,7,1.38,1.44
2015,2,2,8,0.27,0.31
2015,2,2,9,1.6,1.53
2015,2,2,10,2.4,2.21
2015,2,2,11,2.9,2.62
2015,2,2,12,3.16,2.82
2015,2,2,13,3.22,2.86
2015,2,2,14,3.12,2.81
2015,2,2,15,2.83,2.58
2015,2,2,16,1.87,2.1
2015,2,2,17,1.48,1.77
2015,2,2,18,1.37,1.71
2015,2,2,19,1.18,1.48
2015,2,2,20,0.97,1.16
2015,2,2,21,0.76,0.89
2015,2,2,22,0.59,0.71
2015,2,2,23,0.48,0.56
2015,2,3,0,0.43,0.47
2015,2,3,1,0.33,0.31
2015,2,3,2,0.16,0.13
2015,2,3,3,0.2,0.18
2015,2,3,4,0.38,0.39
